Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1981-05-08,0.09582299739122391,0.09625075415173878,0.09582299739122391,0.09582299739122391,7907200
1981-05-11,0.09368418157100677,0.09411193239560316,0.09368418157100677,0.09411193239560316,11939200
1981-05-12,0.09368418157100677,0.09496743975628864,0.09368418157100677,0.09368418157100677,4256000
1981-05-13,0.09325643628835678,0.09453970033998538,0.09325643628835678,0.09368419287606412,4905600
1981-05-14,0.0919731929898262,0.09282870059366004,0.0919731929898262,0.09282870059366004,4928000
1981-05-15,0.09411195665597916,0.09539522088355626,0.09411195665597916,0.09411195665597916,4905600
1981-05-18,0.09582299739122391,0.09667849948926222,0.09582299739122391,0.09582299739122391,4166400
1981-05-19,0.09411195665597916,0.09453971330233625,0.09411195665597916,0.09453971330233625,25424000
1981-05-20,0.0971062183380127,0.0979617315250369,0.0971062183380127,0.0971062183380127,13283200
1981-05-21,0.10266774892807007,0.10309550537077143,0.10266774892807007,0.10266774892807007,32211200
1981-05-22,0.10737306624650955,0.10822857937666054,0.10737306624650955,0.10737306624650955,31427200
1981-05-26,0.10694527626037598,0.10737302122310423,0.10694527626037598,0.10737302122310423,85344000
1981-05-27,0.11293387413024902,0.11336163072110612,0.11293387413024902,0.11293387413024902,149497600
1981-05-28,0.11293387413024902,0.11336163072110612,0.11293387413024902,0.11293387413024902,73987200
1981-05-29,0.113361656665802,0.11379017869485653,0.113361656665802,0.113361656665802,59382400
1981-06-01,0.113361656665802,0.11379017869485653,0.113361656665802,0.113361656665802,51251200
1981-06-02,0.10780083388090134,0.10822859048990018,0.10780083388090134,0.10822859048990018,40432000
1981-06-03,0.10780083388090134,0.10865633567591163,0.10780083388090134,0.10780083388090134,39446400
1981-06-04,0.10993961244821548,0.11036735766124924,0.10993961244821548,0.10993961244821548,56067200
1981-06-05,0.10822857171297073,0.10865631682477127,0.10822857171297073,0.10865631682477127,57680000
1981-06-08,0.10437876731157303,0.10480652377081308,0.10437876731157303,0.10480652377081308,93497600
1981-06-09,0.10651762038469315,0.10694537717403414,0.10651762038469315,0.10651762038469315,119593600
1981-06-10,0.10780083388090134,0.10908409228491046,0.10780083388090134,0.10780083388090134,25222400
1981-06-11,0.11250609159469604,0.1129338480869095,0.11250609159469603,0.11250609159469603,38976000
1981-06-12,0.11122285574674606,0.11165061232436137,0.11122285574674606,0.11165061232436137,25804800
1981-06-15,0.11079509556293488,0.11122285212662741,0.11079509556293488,0.11122285212662741,143763200
1981-06-16,0.10865633189678192,0.10908408849090313,0.10865633189678192,0.10908408849090313,37251200
1981-06-17,0.10694527626037598,0.10737302122310423,0.10694527626037598,0.10737302122310423,27574400
1981-06-18,0.10651762038469315,0.10737312254038292,0.10651762038469315,0.10694537717403414,23049600
1981-06-19,0.10352328419685364,0.10395102930905734,0.10352328419685364,0.10395102930905734,27507200
1981-06-22,0.09967275708913803,0.10010050230520898,0.09967275708913803,0.10010050230520898,10841600
1981-06-23,0.10138379037380219,0.1022400577224448,0.10138379037380219,0.10138379037380219,15030400
1981-06-24,0.09881723672151566,0.09967274993825634,0.09881723672151566,0.09967274993825634,23027200
1981-06-25,0.1009560152888298,0.10138377192664115,0.1009560152888298,0.1009560152888298,24259200
1981-06-26,0.09967275708913803,0.10052825894426812,0.09967275708913803,0.10052825894426812,23788800
1981-06-29,0.0962507352232933,0.0971062371530906,0.0962507352232933,0.0971062371530906,10595200
1981-06-30,0.08897815644741058,0.08940590743332283,0.08897815644741058,0.08940590743332283,35907200
1981-07-01,0.08812263607978821,0.08855038700413033,0.08812263607978821,0.08855038700413033,170464000
1981-07-02,0.08812263607978821,0.08855038700413033,0.08812263607978821,0.08812263607978821,30284800
1981-07-06,0.08512835949659348,0.08598386708423915,0.08512835949659348,0.08598386708423915,16531200
1981-07-07,0.08598384261131287,0.086839349955462,0.08598384261131287,0.08598384261131287,15836800
1981-07-08,0.08940590173006058,0.08983442374044567,0.08940590173006058,0.08940590173006058,16620800
1981-07-09,0.08256181329488754,0.08298956408193643,0.08256181329488754,0.08298956408193643,32883200
1981-07-10,0.07614478468894958,0.07657253572447448,0.07614478468894958,0.07657253572447448,55171200
1981-07-13,0.07785652577877045,0.07828428230703705,0.07785652577877045,0.07785652577877045,45740800
1981-07-14,0.08127856999635696,0.08213407749757067,0.08127856999635696,0.08127856999635696,19779200
1981-07-15,0.08341734111309052,0.08384509200542739,0.08341734111309052,0.08341734111309052,10953600
1981-07-16,0.08555611968040466,0.08641162730339054,0.08555611968040466,0.08555611968040466,15232000
1981-07-17,0.0885503888130188,0.0889781454575931,0.0885503888130188,0.0885503888130188,19824000
1981-07-20,0.08256181329488754,0.08298956408193643,0.08256181329488754,0.08298956408193643,23654400
1981-07-21,0.08213406801223755,0.08256182456919134,0.08213406801223755,0.08256182456919134,31942400
1981-07-22,0.07742799818515778,0.07828427651838539,0.07742799818515778,0.07828427651838539,22668800
1981-07-23,0.0795675739645958,0.07999533067293611,0.0795675739645958,0.0795675739645958,34451200
1981-07-24,0.08213406801223755,0.08256182456919134,0.08213406801223755,0.08213406801223755,28851200
1981-07-27,0.08555611968040466,0.08598387063615036,0.08555611968040466,0.08555611968040466,17337600
1981-07-28,0.08256181329488754,0.08298956408193643,0.08256181329488754,0.08298956408193643,22848000
1981-07-29,0.08127856999635696,0.08170632660271064,0.08127856999635696,0.08170632660271064,15500800
1981-07-30,0.08427286148071289,0.08512836916552766,0.08427286148071289,0.08427286148071289,9900800
1981-07-31,0.08555611968040466,0.08598387063615036,0.08555611968040466,0.08555611968040466,10953600
1981-08-03,0.0847005695104599,0.08555607670370569,0.0847005695104599,0.08555607670370569,12432000
1981-08-04,0.08598384261131287,0.08641159913913374,0.08598384261131287,0.08598384261131287,31673600
1981-08-05,0.0885503888130188,0.0889781454575931,0.0885503888130188,0.0885503888130188,17494400
1981-08-06,0.08641161769628525,0.08683936860447428,0.08641161769628525,0.08683936860447428,10528000
1981-08-07,0.08641161769628525,0.08683936860447428,0.08641161769628525,0.08641161769628525,9206400
1981-08-10,0.08641161769628525,0.08641161769628525,0.08641161769628525,0.08641161769628525,0
1981-08-11,0.08384508639574051,0.08470059383466985,0.08384508639574051,0.08470059383466985,71456000
1981-08-12,0.08213406801223755,0.08256182456919134,0.08213406801223755,0.08256182456919134,26275200
1981-08-13,0.0795675739645958,0.07999533067293611,0.0795675739645958,0.07999533067293611,27484800
1981-08-14,0.07828430086374283,0.07913980841157506,0.07828430086374283,0.07913980841157506,24192000
1981-08-17,0.075717031955719,0.07657253978361514,0.075717031955719,0.07657253978361514,18905600
1981-08-18,0.07400597631931305,0.07486148368503423,0.07400597631931305,0.07486148368503423,17001600
1981-08-19,0.07315049320459366,0.0740060008539345,0.07315049320459366,0.0740060008539345,20675200
1981-08-20,0.07400597631931305,0.07443373285792002,0.07400597631931305,0.07400597631931305,17113600
1981-08-21,0.06887295842170715,0.06972846604312839,0.06887295842170715,0.06972846604312839,41910400
1981-08-24,0.06459461152553558,0.06502236794209058,0.06459461152553558,0.06502236794209058,23072000
1981-08-25,0.06630641967058182,0.06673417052305712,0.06630641967058182,0.06630641967058182,40700800
1981-08-26,0.06502240151166916,0.06545015243757106,0.06502240151166916,0.06545015243757106,33600000
1981-08-27,0.06545016169548035,0.06587868373369696,0.06545016169548035,0.06545016169548035,25916800
1981-08-28,0.06887295842170715,0.06930070937667054,0.06887295842170715,0.06887295842170715,38035200
1981-08-31,0.06887295842170715,0.06930070937667054,0.06887295842170715,0.06887295842170715,40947200
1981-09-01,0.07315049320459366,0.07357824988501141,0.07315049320459366,0.07315049320459366,37027200
1981-09-02,0.07443375885486603,0.07486150983137776,0.07443375885486603,0.07443375885486603,19376000
1981-09-03,0.07058398425579071,0.07143949200558228,0.07058398425579071,0.07143949200558228,37475200
1981-09-04,0.06972842663526535,0.07015617734848026,0.06972842663526535,0.07015617734848026,15254400
1981-09-08,0.06758970022201538,0.0680174569270037,0.06758970022201538,0.0680174569270037,25446400
1981-09-09,0.06758970022201538,0.0680174569270037,0.06758970022201538,0.06758970022201538,30531200
1981-09-10,0.06801743805408478,0.06844518892888933,0.06801743805408478,0.06801743805408478,34809600
1981-09-11,0.067161925137043,0.06758967597709896,0.067161925137043,0.06758967597709896,17539200
1981-09-14,0.06502240151166916,0.06545015243757106,0.06502240151166916,0.06545015243757106,27686400
1981-09-15,0.0633113756775856,0.06373912653114447,0.0633113756775856,0.06373912653114447,19510400
1981-09-16,0.06202811375260353,0.06245587033185252,0.06202811375260353,0.06245587033185252,19353600
1981-09-17,0.06031712517142296,0.060744881937277166,0.06031712517142296,0.060744881937277166,19376000
1981-09-18,0.060744840651750565,0.06117259141538609,0.06074484065175056,0.06074484065175056,26320000
1981-09-21,0.061172615736722946,0.06160037238192017,0.061172615736722946,0.061172615736722946,49033600
1981-09-22,0.05775056406855583,0.05817831480179898,0.05775056406855583,0.05817831480179898,47420800
1981-09-23,0.05646735429763794,0.05732286229149673,0.05646735429763794,0.05732286229149673,28201600
1981-09-24,0.05603956803679466,0.056467318909906666,0.05603956803679466,0.056467318909906666,18300800
1981-09-25,0.04876698553562164,0.04962249297729237,0.04876698553562164,0.04962249297729237,34608000
1981-09-28,0.04919471964240074,0.0496224760732664,0.04919471964240074,0.04919471964240074,91728000
1981-09-29,0.05176125839352608,0.05218901496736279,0.05176125839352608,0.05176125839352608,94684800
1981-09-30,0.052189018577337265,0.05261676946926878,0.052189018577337265,0.052189018577337265,49996800
1981-10-01,0.052189018577337265,0.05261676946926878,0.052189018577337265,0.052189018577337265,61129600
1981-10-02,0.05646735429763794,0.056895111150315814,0.05646735429763794,0.05646735429763794,45046400
1981-10-05,0.058178313076496124,0.059033820229103494,0.05817831307649612,0.05817831307649612,43097600
1981-10-06,0.05775056406855583,0.05817831480179898,0.05775056406855583,0.05817831480179898,28358400
1981-10-07,0.061172615736722946,0.062028123315623206,0.061172615736722946,0.061172615736722946,38841600
1981-10-08,0.0633113756775856,0.06373912653114447,0.0633113756775856,0.0633113756775856,31091200
1981-10-09,0.06373912841081619,0.064594635854656,0.06373912841081619,0.06373912841081619,54521600
1981-10-12,0.06587867438793182,0.06630643102515092,0.06587867438793182,0.06587867438793182,27350400
1981-10-13,0.06587867438793182,0.06673418195087592,0.06587867438793182,0.06587867438793182,44195200
1981-10-14,0.06202811375260353,0.06245587033185252,0.06202811375260353,0.06245587033185252,30979200
1981-10-15,0.0633113756775856,0.06373912653114447,0.0633113756775856,0.0633113756775856,29433600
1981-10-16,0.06245586648583412,0.06288361732724901,0.06245586648583412,0.06288361732724901,36467200
1981-10-19,0.06373912841081619,0.06416688498848273,0.06373912841081619,0.06373912841081619,20585600
1981-10-20,0.067161925137043,0.06758967597709896,0.067161925137043,0.067161925137043,35728000
1981-10-21,0.067161925137043,0.06758967597709896,0.067161925137043,0.067161925137043,76899200
1981-10-22,0.0667341947555542,0.06716195147484946,0.0667341947555542,0.06716195147484946,32278400
1981-10-23,0.06502240151166916,0.06545015243757106,0.06502240151166916,0.06545015243757106,27910400
1981-10-26,0.06502240151166916,0.06545015243757106,0.06502240151166916,0.06502240151166916,27283200
1981-10-27,0.06630641967058182,0.06716192708702551,0.06630641967058182,0.06630641967058182,85590400
1981-10-28,0.06844516843557358,0.06887292489379604,0.06844516843557358,0.06844516843557358,44172800
1981-10-29,0.06758970022201538,0.0680174569270037,0.06758970022201538,0.0680174569270037,30486400
1981-10-30,0.06844516843557358,0.06887292489379604,0.06844516843557358,0.06844516843557358,52729600
1981-11-02,0.06844516843557358,0.06887292489379604,0.06844516843557358,0.06844516843557358,36915200
1981-11-03,0.06758970022201538,0.0680174569270037,0.06758970022201538,0.0680174569270037,28380800
1981-11-04,0.06587867438793182,0.06630643102515092,0.06587867438793182,0.06630643102515092,23811200
1981-11-05,0.061172615736722946,0.06160037238192017,0.061172615736722946,0.06160037238192017,23363200
1981-11-06,0.06160034239292145,0.06202809311838188,0.06160034239292145,0.06160034239292145,24595200
1981-11-09,0.06245586648583412,0.06288361732724901,0.06245586648583412,0.06245586648583412,20384000
1981-11-10,0.0628836378455162,0.06331139453799653,0.0628836378455162,0.0628836378455162,16755200
1981-11-11,0.06459461152553558,0.06502236794209058,0.06459461152553558,0.06459461152553558,27440000
1981-11-12,0.0667341947555542,0.06716195147484946,0.0667341947555542,0.0667341947555542,39916800
1981-11-13,0.06202811375260353,0.06245587033185252,0.06202811375260353,0.06245587033185252,21011200
1981-11-16,0.061172615736722946,0.06160037238192017,0.061172615736722946,0.06160037238192017,22556800
1981-11-17,0.06245586648583412,0.06288361732724901,0.06245586648583412,0.06245586648583412,35414400
1981-11-18,0.06459461152553558,0.06502236794209058,0.06459461152553558,0.06459461152553558,29142400
1981-11-19,0.06459461152553558,0.06502236794209058,0.06459461152553558,0.06459461152553558,40006400
1981-11-20,0.06502240151166916,0.06545015243757106,0.06502240151166916,0.06502240151166916,38102400
1981-11-23,0.06202811375260353,0.0628836211996082,0.06202811375260353,0.0628836211996082,22960000
1981-11-24,0.06160034239292145,0.06202809311838188,0.06160034239292145,0.06202809311838188,22153600
1981-11-25,0.0628836378455162,0.06331139453799653,0.0628836378455162,0.0628836378455162,52550400
1981-11-27,0.06459461152553558,0.06502236794209058,0.06459461152553558,0.06459461152553558,37251200
1981-11-30,0.06373912841081619,0.06416688498848273,0.06373912841081619,0.06416688498848273,23968000
1981-12-01,0.06373912841081619,0.06416688498848273,0.06373912841081619,0.06373912841081619,23385600
1981-12-02,0.06416691094636917,0.06459466198558353,0.06416691094636917,0.06416691094636917,37564800
1981-12-03,0.0633113756775856,0.06373912653114447,0.0633113756775856,0.06373912653114447,20428800
1981-12-04,0.06502240151166916,0.06545015243757106,0.06502240151166916,0.06502240151166916,137155200
1981-12-07,0.06545016169548035,0.06587868373369696,0.06545016169548035,0.06545016169548035,59292800
1981-12-08,0.06416691094636917,0.06502241873629348,0.06416691094636917,0.06502241873629348,50624000
1981-12-09,0.06459461152553558,0.06502236794209058,0.06459461152553558,0.06459461152553558,34272000
1981-12-10,0.06459461152553558,0.06502236794209058,0.06459461152553558,0.06459461152553558,37408000
1981-12-11,0.06416691094636917,0.06502241873629348,0.06416691094636917,0.06459466198558353,76092800
1981-12-14,0.06202811375260353,0.0628836211996082,0.06202811375260353,0.0628836211996082,25244800
1981-12-15,0.06373912841081619,0.06416688498848273,0.06373912841081619,0.06373912841081619,31315200
1981-12-16,0.0667341947555542,0.06716195147484946,0.0667341947555542,0.0667341947555542,65452800
1981-12-17,0.07229495793581009,0.07272271445280847,0.07229495793581009,0.07229495793581009,51452800
1981-12-18,0.07828430086374283,0.07871205178191196,0.07828430086374283,0.07828430086374283,71724800
1981-12-21,0.07486148178577423,0.07528923831352888,0.07486148178577423,0.07528923831352888,56403200
1981-12-22,0.07614478468894958,0.07657253572447448,0.07614478468894958,0.07614478468894958,53827200
1981-12-23,0.07443375885486603,0.07486150983137776,0.07443375885486603,0.07486150983137776,28896000
1981-12-24,0.07486148178577423,0.07528923831352888,0.07486148178577423,0.07486148178577423,28918400
1981-12-28,0.0714394748210907,0.07229497665359927,0.0714394748210907,0.07229497665359927,36579200
1981-12-29,0.07272274792194366,0.07357825563817762,0.07272274792194366,0.07272274792194366,24236800
1981-12-30,0.075717031955719,0.07614478872541498,0.075717031955719,0.075717031955719,32188800
1981-12-31,0.075717031955719,0.07614478872541498,0.075717031955719,0.075717031955719,54656000
1982-01-04,0.07528924196958542,0.07571699280661909,0.07528924196958542,0.07571699280661909,71254400
1982-01-05,0.0714394748210907,0.07229497665359927,0.0714394748210907,0.07229497665359927,35840000
1982-01-06,0.07058398425579071,0.07101173527493884,0.07058398425579071,0.07101173527493884,66080000
1982-01-07,0.06502240151166916,0.06587867441517334,0.06502240151166916,0.06587867441517334,70044800
1982-01-08,0.06801743805408478,0.06844518892888933,0.06801743805408478,0.06801743805408478,56604800
1982-01-11,0.06373912841081619,0.06416688498848273,0.06373912841081619,0.06416688498848273,33331200
1982-01-12,0.06160034239292145,0.06202809311838188,0.06160034239292145,0.06202809311838188,59920000
1982-01-13,0.061172615736722946,0.06160037238192017,0.061172615736722946,0.06160037238192017,41753600
1982-01-14,0.06416691094636917,0.06459466198558353,0.06416691094636917,0.06416691094636917,25715200
1982-01-15,0.06844516843557358,0.06930067564052682,0.06844516843557358,0.06844516843557358,46704000
1982-01-18,0.06972842663526535,0.0705839337731864,0.06972842663526535,0.06972842663526535,28000000
1982-01-19,0.06801743805408478,0.06887294551518727,0.06801743805408478,0.06887294551518727,55507200
1982-01-20,0.06930072605609894,0.06972848282551009,0.06930072605609894,0.06930072605609894,25827200
1982-01-21,0.07058398425579071,0.07101173527493884,0.07058398425579071,0.07058398425579071,33331200
1982-01-22,0.07101170718669891,0.0714394637481459,0.07101170718669891,0.07101170718669891,24259200
1982-01-25,0.06887295842170715,0.06930070937667054,0.06887295842170715,0.06930070937667054,44710400
1982-01-26,0.06630641967058182,0.06716192708702551,0.06630641967058182,0.06716192708702551,21212800
1982-01-27,0.0667341947555542,0.06758970248264955,0.0667341947555542,0.0667341947555542,31360000
1982-01-28,0.06887295842170715,0.06930070937667054,0.06887295842170715,0.06887295842170715,39603200
1982-01-29,0.06972842663526535,0.07015617734848026,0.06972842663526535,0.06972842663526535,53155200
1982-02-01,0.06887295842170715,0.06972846604312839,0.06887295842170715,0.06972846604312839,38528000
1982-02-02,0.06930072605609894,0.0701562338834254,0.06930072605609894,0.06930072605609894,54275200
1982-02-03,0.06930072605609894,0.06972848282551009,0.06930072605609894,0.06930072605609894,31472000
1982-02-04,0.06758970022201538,0.0680174569270037,0.06758970022201538,0.0680174569270037,22041600
1982-02-05,0.06758970022201538,0.0680174569270037,0.06758970022201538,0.06758970022201538,40297600
1982-02-08,0.0633113756775856,0.06373912653114447,0.0633113756775856,0.06373912653114447,31696000
1982-02-09,0.0633113756775856,0.06373912653114447,0.0633113756775856,0.0633113756775856,57904000
1982-02-10,0.06416691094636917,0.06459466198558353,0.06416691094636917,0.06416691094636917,38796800
1982-02-11,0.0633113756775856,0.06373912653114447,0.0633113756775856,0.06373912653114447,24528000
1982-02-12,0.06416691094636917,0.06459466198558353,0.06416691094636917,0.06416691094636917,19644800
